book_id,goodreads_book_id,title,authors,original_publication_year,tags
7347,28482,"The Hand of Chaos (The Death Gate Cycle, #5)","Margaret Weis, Tracy Hickman",1993.0,to-read fantasy favorites currently-reading fiction owned sci-fi-fantasy default
7348,382680,One False Move (Myron Bolitar #5),Harlan Coben,1998.0,to-read currently-reading fiction series default mystery crime thriller harlan-coben myron-bolitar
7349,62012,The Guns of Avalon (The Chronicles of Amber #2),Roger Zelazny,1972.0,to-read fantasy favorites currently-reading fiction owned sci-fi science-fiction
7350,163465,The Great Gilly Hopkins,Katherine Paterson,1978.0,to-read favorites young-adult fiction ya childrens children children-s childhood children-s-books kids middle-grade realistic-fiction newbery newbery-honor
7351,32807,"Trojan Odyssey (Dirk Pitt, #17)",Clive Cussler,2003.0,to-read currently-reading fiction owned adventure default mystery action action-adventure thriller clive-cussler cussler dirk-pitt
7352,138872,Follow the River,James Alexander Thom,1981.0,to-read favorites currently-reading fiction book-club historical historical-fiction
7353,91571,Measure for Measure,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603.0,to-read favorites currently-reading fiction books-i-own owned classics classic literature school poetry drama plays shakespeare play theatre
7354,228221,The Mask,"Owen  West, Dean Koontz",1981.0,to-read dean-koontz koontz
7357,5368,Forever Amber ,Kathleen Winsor,1944.0,to-read favorites currently-reading fiction classics romance historical historical-fiction historical-romance
7358,8619814,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,2011.0,to-read currently-reading books-i-own owned childrens
7359,28390369,Swing Time,Zadie Smith,2016.0,to-read favorites currently-reading fiction books-i-own audiobook novels audio to-buy contemporary read-in-2017 book-club adult-fiction literary-fiction africa contemporary-fiction read-2017 botm
7360,42435,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,2001.0,to-read favorites currently-reading history nonfiction non-fiction war wwii military world-war-ii
7364,216048,"Thank You, Mr. Falker",Patricia Polacco,1998.0,to-read favorites childrens children children-s children-s-books children-s-literature realistic-fiction picture-books picture-book
7366,6464937,Too Much Happiness,Alice Munro,2009.0,to-read favorites currently-reading fiction owned contemporary book-club short-stories canadian
7370,267243,Ironweed,William  Kennedy,1983.0,to-read favorites currently-reading fiction rory-gilmore-reading-challenge literature historical-fiction pulitzer pulitzer-prize pulitzer-prize-winners rory-gilmore-challenge
7371,6621101,"Deception (Alex Delaware, #25)",Jonathan Kellerman,2009.0,to-read currently-reading fiction mystery alex-delaware jonathan-kellerman
7372,40580,Stupid White Men,Michael Moore,2001.0,to-read currently-reading owned default humor humour nonfiction non-fiction politics political
7375,63689,The Great Railway Bazaar,Paul Theroux,1969.0,to-read favorites currently-reading nonfiction non-fiction travel asia
7376,13117308,"Black List (Scot Harvath, #11)",Brad Thor,2012.0,to-read currently-reading fiction thriller brad-thor
7377,22417,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)","Warren Ellis, Darick Robertson",1999.0,to-read favorites fiction sci-fi science-fiction cyberpunk graphic-novels graphic-novel comics comics-graphic-novels comic-books comic vertigo
7378,101869,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,2004.0,to-read fantasy favorites currently-reading fiction owned series urban-fantasy kindle ebook sci-fi science-fiction humor scifi sf horror thriller lovecraftian
7379,10867,The Pleasure of My Company,Steve Martin,2003.0,to-read favorites currently-reading fiction humor
7382,11381910,Heft,Liz Moore,2012.0,to-read favorites currently-reading fiction audiobook audio contemporary book-club
7383,7998,"Outcast of Redwall (Redwall, #8)",Brian Jacques,1995.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series childrens adventure children children-s childhood default animals redwall brian-jacques
7384,543873,Mister Pip,Lloyd Jones,2006.0,to-read favorites currently-reading books-i-own book-club war historical-fiction new-zealand
7386,185012,Doubt,John Patrick Shanley,2005.0,to-read favorites fiction drama plays play
7390,6589074,Elizabeth Street,Laurie Fabiano,2006.0,to-read currently-reading fiction kindle book-club historical-fiction
7392,24965,Fear and Trembling,"Søren Kierkegaard, Alastair Hannay",1843.0,to-read favorites owned classics non-fiction religion theology existentialism
7394,45260,"The Naked God (Night's Dawn, #3)",Peter F. Hamilton,1999.0,to-read favorites currently-reading fiction owned sci-fi science-fiction scifi sf space-opera
7395,14481,"Come Back, Amelia Bedelia","Peggy Parish, Wallace Tripp",1971.0,to-read children children-s-books
7396,790171,Kon-Tiki: Across The Pacific In A Raft,Thor Heyerdahl,1948.0,to-read favorites currently-reading adventure classics history nonfiction non-fiction travel memoir biography anthropology
7399,33770,Getting Over It,Anna Maxted,2000.0,to-read fiction chick-lit
7401,19534,The Brothers K,David James Duncan,1992.0,to-read favorites currently-reading fiction historical-fiction baseball
7403,13167796,"A Dog's Journey (A Dog's Purpose, #2)",W. Bruce Cameron,2012.0,to-read favorites currently-reading fiction animals dogs
7407,11031,The Flanders Panel,"Arturo Pérez-Reverte, Margaret Jull Costa",1990.0,favorites fiction owned mystery historical-fiction art crime thriller
7408,576570,The Princess and the Pea,"Janet Stevens, Hans Christian Andersen",1835.0,to-read childrens children children-s classics children-s-books picture-books fairy-tales
7409,4662,The Short Stories,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920.0,to-read classics
7410,397466,"Dark Angel (Casteel, #2)",V.C. Andrews,1986.0,to-read favorites currently-reading young-adult fiction books-i-own series romance horror v-c-andrews vc-andrews
7411,77787,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",Timothy Zahn,1997.0,to-read favorites currently-reading fiction owned default sci-fi science-fiction scifi star-wars starwars
7414,351648,What the Dead Know,Laura Lippman,2007.0,to-read currently-reading fiction mystery kindle book-club crime thriller suspense mystery-thriller mysteries
7416,76527,"The Life and Opinions of Tristram Shandy, Gentleman","Laurence Sterne, Melvyn New",1767.0,to-read favorites fiction books-i-own owned classics novels british-literature humor literature 18th-century
7418,98048,The Passion of Artemisia,Susan Vreeland,2001.0,to-read favorites currently-reading fiction historical historical-fiction art italy
7422,1967070,Coraline (Illustrated/Graphic Novel Edition),"Neil Gaiman, P. Craig Russell",2008.0,to-read fantasy favorites currently-reading young-adult fiction ya childrens children horror graphic-novels graphic-novel comics
7423,2173611,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,2008.0,to-read fantasy favorites currently-reading fiction books-i-own owned ya series favourites magic childrens adventure children children-s middle-grade ya-fantasy to-buy diana-wynne-jones
7425,25937671,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,2016.0,to-read favorites currently-reading non-fiction biography-memoir
7426,13062,"Skin Tight (Mick Stranahan, #1)",Carl Hiaasen,1989.0,to-read currently-reading fiction mystery humor crime carl-hiaasen
7427,3750,"Moonraker (James Bond, #3)",Ian Fleming,1955.0,to-read currently-reading fiction owned adventure mystery kindle thriller espionage james-bond spy bond ian-fleming
7428,364550,Two Treatises of Government,"John Locke, Peter Laslett, Raymond Geuss",1689.0,to-read currently-reading history philosophy political-philosophy
7429,16900,Civil Disobedience and Other Essays,Henry David Thoreau,1995.0,to-read favorites currently-reading classics history nonfiction non-fiction philosophy essays politics
7430,17533,"Rose in Bloom (Eight Cousins, #2)",Louisa May Alcott,1876.0,to-read favorites young-adult fiction books-i-own owned ya childrens children children-s classics romance classic historical-fiction louisa-may-alcott
7436,416580,"The Seventh Scroll (Ancient Egypt, #2)",Wilbur Smith,1995.0,to-read favorites currently-reading fiction owned adventure historical historical-fiction egypt wilbur-smith
7438,17571466,The Troop,Nick Cutter,2014.0,to-read favorites currently-reading fiction science-fiction horror thriller netgalley
7440,11339,100 Love Sonnets,"Pablo Neruda, Stephen Tapscott",1959.0,to-read favorites classics
7441,18316089,Lucky Us,Amy Bloom,2014.0,currently-reading fiction library audio book-club historical-fiction
7446,479561,"The Neutronium Alchemist (Night's Dawn, #2)",Peter F. Hamilton,1997.0,to-read favorites currently-reading fiction owned default sci-fi science-fiction scifi sf space-opera
7449,6345193,Invisible,Paul Auster,2009.0,to-read favorites currently-reading fiction contemporary 1001-books 1001 paul-auster
7452,13042154,"Rebel Heart (Dust Lands, #2)",Moira Young,2012.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series adventure romance sci-fi science-fiction dystopia dystopian post-apocalyptic
7453,4507,Sickened: The Memoir of a Munchausen by Proxy Childhood,Julie Gregory,2003.0,to-read currently-reading nonfiction non-fiction memoir memoirs biography psychology mental-health biography-memoir abuse mental-illness
7454,96082,The Last Time They Met,Anita Shreve,2001.0,to-read favorites currently-reading fiction books-i-own romance anita-shreve
7455,25817493,News of the World,Paulette Jiles,2016.0,to-read favorites currently-reading fiction audiobook audio kindle read-in-2017 adult book-club adult-fiction historical historical-fiction western texas
7456,40710,"Blowback (Scot Harvath, #4)",Brad Thor,2005.0,to-read fiction thriller
7458,51114,Women of the Silk,Gail Tsukiyama,1991.0,to-read favorites fiction book-club historical-fiction asia china
7459,54492,The Prisoner of Zenda,Anthony Hope,1894.0,to-read fantasy favorites fiction owned adventure classics romance classic historical-fiction
7460,8349348,"Flutter (My Blood Approves, #3)",Amanda Hocking,2010.0,to-read fantasy favorites young-adult books-i-own ya series paranormal kindle romance paranormal-romance vampires vampire amanda-hocking my-blood-approves
7463,15157,Saving Faith,David Baldacci,1999.0,to-read currently-reading fiction owned default mystery thriller david-baldacci baldacci baldacci-david
7464,171471,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A. Salvatore,1999.0,to-read fantasy currently-reading fiction owned default forgotten-realms drizzt r-a-salvatore
7466,136641,Tyrannosaur Canyon (Wyman Ford #1),Douglas Preston,2005.0,to-read currently-reading fiction adventure default mystery thriller
7468,15673,Wayside School Gets A Little Stranger (Wayside School #3),Louis Sachar,1995.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned series childrens children children-s childhood children-s-books kids childhood-favorites humor
7469,11279,Summer of Night,Dan Simmons,1991.0,to-read fantasy favorites currently-reading fiction horror thriller
7470,4961959,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","Jim Butcher, Mark Powers, Ardian Syaf",2009.0,to-read fantasy urban-fantasy graphic-novels graphic-novel comics
7471,13064,Tourist Season,Carl Hiaasen,1986.0,to-read currently-reading fiction mystery humor crime florida
7474,16071767,"Unseen (Will Trent, #7)",Karin Slaughter,2013.0,to-read favorites currently-reading fiction series mystery crime thriller karin-slaughter
7476,175324,Double Star,Robert A. Heinlein,1956.0,to-read currently-reading fiction sci-fi science-fiction scifi sf hugo hugo-winners
7478,15737147,Help Thanks Wow: The Three Essential Prayers,Anne Lamott,2012.0,to-read favorites currently-reading nonfiction non-fiction religion spirituality spiritual christian faith
7479,7981,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless",1997.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series childrens adventure children children-s childhood default animals redwall brian-jacques
7481,821003,"When We Were Very Young (Winnie-the-Pooh, #3)","A.A. Milne, Ernest H. Shepard",1924.0,to-read favorites currently-reading fiction books-i-own owned childrens children children-s childhood classics children-s-books kids childrens-books poetry
7482,22367526,My Sunshine Away,M.O. Walsh,2015.0,to-read currently-reading fiction mystery read-in-2015 coming-of-age book-club
7486,7907782,Great House,Nicole Krauss,2010.0,to-read owned contemporary
7487,28374062,"The Kept Woman (Will Trent, #8)",Karin Slaughter,2016.0,to-read
7490,31357,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,1989.0,to-read fantasy currently-reading fiction owned series sci-fi-fantasy default sci-fi alternate-history orson-scott-card
7491,97875,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,2005.0,to-read favorites currently-reading fiction series mystery contemporary humor contemporary-fiction scotland alexander-mccall-smith
7492,268275,Chill Factor,Sandra Brown,2005.0,to-read favorites currently-reading fiction books-i-own default mystery romance thriller suspense romantic-suspense sandra-brown
7493,2108198,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",2008.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya childrens adventure children children-s sci-fi-fantasy audiobook children-s-books kids middle-grade audiobooks childrens-books library audio juvenile kindle ebook mythology neil-gaiman gaiman
7496,24100,The Golden Notebook,Doris Lessing,1962.0,to-read favorites currently-reading fiction books-i-own owned classics novels british to-buy classic 1001-books 1001 literature abandoned nobel-prize nobel women feminism
7497,396266,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,2008.0,to-read favorites currently-reading fiction series romance historical historical-fiction historical-romance
7498,29923,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,1991.0,to-read currently-reading fiction history war historical-fiction civil-war
7500,46676,When Bad Things Happen to Good People,Harold S. Kushner,1981.0,to-read favorites currently-reading nonfiction non-fiction philosophy spirituality spiritual self-help
7503,730501,"What Katy Did (Carr Family, #1)",Susan Coolidge,1872.0,to-read favorites currently-reading young-adult fiction favourites childrens children children-s childhood classics classic
7504,766917,Homer Price (A Puffin Book),Robert McCloskey,1942.0,to-read favorites currently-reading fiction childrens children children-s classics children-s-books kids read-alouds
7505,153782,"Shatterglass (The Circle Opens, #4)",Tamora Pierce,2003.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic ya-fantasy tamora-pierce
7506,18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,1982.0,to-read fantasy favorites currently-reading fiction owned
7508,6606456,The Scent of Rain and Lightning,Nancy Pickard,2010.0,to-read favorites currently-reading fiction mystery book-club
7509,361081,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard",1983.0,to-read currently-reading fiction owned adventure default mystery action action-adventure thriller clive-cussler cussler dirk-pitt
7512,238137,"Purity in Death (In Death, #15)",J.D. Robb,2002.0,to-read favorites currently-reading fiction books-i-own owned series default audiobook audiobooks mystery audio romance sci-fi science-fiction crime thriller suspense mystery-thriller futuristic romantic-suspense nora-roberts j-d-robb jd-robb in-death in-death-series
7513,116343,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,1973.0,to-read fantasy favorites currently-reading fiction owned series sci-fi-fantasy historical mythology historical-fiction arthurian arthurian-legend
7514,303454,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,2004.0,to-read favorites currently-reading young-adult fiction books-i-own ya series adventure sci-fi science-fiction dystopia dystopian shadow-children
7517,5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,1962.0,to-read currently-reading owned nonfiction non-fiction
7518,688663,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,2007.0,to-read currently-reading nonfiction non-fiction food cookbooks cooking cookbook
7519,96980,"Centaur Aisle (Xanth, #4)",Piers Anthony,1981.0,to-read fantasy currently-reading fiction owned series sci-fi-fantasy default humor xanth piers-anthony
7520,332348,The Year of Fog,Michelle Richmond,2006.0,to-read currently-reading fiction books-i-own mystery book-club
7522,24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,2005.0,to-read favorites currently-reading fiction owned humor comedy humour non-fiction
7525,7189177,"Spider Bones (Temperance Brennan, #13)",Kathy Reichs,2010.0,to-read currently-reading fiction owned series default mystery library crime thriller mysteries bones kathy-reichs
7529,12031532,The Garden of Evening Mists,Tan Twan Eng,2011.0,to-read favorites currently-reading fiction kindle book-club war historical-fiction japan asia malaysia
7534,8492,Prophet,Frank E. Peretti,1992.0,to-read currently-reading fiction christian christian-fiction
7538,16387,"Carry on, Jeeves (Jeeves, #3)",P.G. Wodehouse,1925.0,to-read favorites currently-reading fiction owned classics british classic humor comedy humour funny short-stories wodehouse
7539,1809175,"The Magic Thief (Magic Thief, #1)","Sarah Prineas, Antonio Javier Caparo",2008.0,to-read fantasy favorites currently-reading young-adult fiction series magic childrens adventure children middle-grade
7541,56353,"I, Elizabeth",Rosalind Miles,1992.0,to-read currently-reading fiction books-i-own history historical historical-fiction
7544,5055,Night Over Water,Ken Follett,1991.0,to-read currently-reading fiction owned default historical-fiction thriller ken-follett
7545,18775284,I Am Having So Much Fun Here Without You,Courtney Maum,2014.0,to-read
7549,380976,"P is for Peril (Kinsey Millhone, #16)",Sue Grafton,2000.0,to-read currently-reading fiction books-i-own owned series default mystery crime mystery-thriller detective mysteries sue-grafton grafton kinsey-millhone grafton-sue
7551,301538,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,2003.0,to-read fantasy favorites currently-reading fiction owned series epic-fantasy high-fantasy dark-fantasy
7552,7841677,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,2010.0,to-read favorites currently-reading book-club nonfiction non-fiction memoir memoirs biography food farming gardening
7555,18806240,Bone Gap,Laura Ruby,2015.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya magic audiobook audiobooks teen read-in-2016 mystery ya-fiction library audio read-in-2015 kindle romance to-buy contemporary ya-lit book-club magic-realism magical-realism printz 2015-releases
7556,52471,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,2001.0,to-read currently-reading fiction series romance chick-lit
7557,13069213,"Yes, Chef",Marcus Samuelsson,2012.0,to-read currently-reading audiobook audiobooks audio book-club nonfiction non-fiction memoir memoirs biography food cooking biography-memoir first-reads
7558,90475,Teen Idol,Meg Cabot,2004.0,to-read favorites currently-reading young-adult fiction books-i-own owned ya teen romance contemporary realistic-fiction chick-lit meg-cabot
7559,5587960,The Thing Around Your Neck,Chimamanda Ngozi Adichie,2009.0,to-read favorites currently-reading fiction books-i-own contemporary literary-fiction africa short-stories feminism african african-literature nigeria
7561,2179832,Bright Shiny Morning,James Frey,2008.0,to-read
7562,2267195,The Story of an Hour,Kate Chopin,1894.0,to-read school
7563,85391,Rabbit Is Rich (Rabbit Angstrom #3),John Updike,1981.0,to-read favorites currently-reading fiction classics 1001-books 1001 pulitzer pulitzer-prize pulitzer-prize-winners national-book-award
7564,12752313,"Lots of Candles, Plenty of Cake",Anna Quindlen,2012.0,to-read currently-reading book-club nonfiction non-fiction memoir memoirs biography
7566,5941079,The Fixer Upper,Mary Kay Andrews,2009.0,to-read currently-reading fiction romance chick-lit mary-kay-andrews
7568,129510,"Empire of Ivory (Temeraire, #4)",Naomi Novik,2007.0,to-read fantasy favorites currently-reading fiction books-i-own owned series adventure sci-fi-fantasy default audiobook dragons historical war historical-fiction alternate-history historical-fantasy temeraire
7572,199530,Can't Wait to Get to Heaven,Fannie Flagg,2006.0,to-read favorites currently-reading fiction humor book-club
7573,8706185,Among Others,Jo Walton,2011.0,to-read fantasy favorites currently-reading young-adult fiction owned ya magic sci-fi-fantasy audiobook urban-fantasy library kindle to-buy ebook coming-of-age sci-fi science-fiction scifi sf adult book-club speculative-fiction wish-list ebooks magical-realism hugo hugo-award hugo-winners sff books-about-books fairies sword-and-laser nebula
7574,238127,"Seduction in Death (In Death, #13)",J.D. Robb,2001.0,to-read favorites currently-reading fiction owned series default audiobook audiobooks mystery audio romance sci-fi science-fiction crime thriller suspense mystery-thriller mystery-suspense futuristic romantic-suspense nora-roberts j-d-robb jd-robb in-death in-death-series
7575,56616,Double Indemnity,James M. Cain,1936.0,to-read favorites currently-reading fiction classics mystery crime thriller crime-fiction noir
7576,490403,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Sherrilyn Kenyon,2007.0,to-read fantasy favorites currently-reading fiction series default paranormal urban-fantasy romance adult mythology paranormal-romance vampires pnr demons sherrilyn-kenyon dark-hunter-series dark-hunter kenyon
7578,239107,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",R.A. Salvatore,2001.0,to-read fantasy currently-reading fiction owned default forgotten-realms drizzt r-a-salvatore
7579,29744,"Goodbye, Columbus and Five Short Stories",Philip Roth,1959.0,to-read favorites classics short-stories national-book-award
7582,16248139,The Last Original Wife,Dorothea Benton Frank,2013.0,to-read currently-reading fiction chick-lit
7583,7200351,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Sherrilyn Kenyon,2010.0,to-read fantasy paranormal romance paranormal-romance shapeshifters sherrilyn-kenyon
7584,23363928,The Library at Mount Char,Scott  Hawkins,2015.0,to-read fantasy favorites currently-reading fiction books-i-own owned sci-fi-fantasy audiobook paranormal urban-fantasy read-in-2016 mystery library read-in-2015 kindle to-buy ebook sci-fi science-fiction adult book-club adult-fiction wish-list magical-realism horror books-about-books
7586,12659,Texas,James A. Michener,1985.0,to-read currently-reading fiction history historical-fiction
7589,68483,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,1990.0,to-read favorites currently-reading fiction series sci-fi-fantasy audiobook sci-fi science-fiction scifi sf space-opera hugo hugo-winners vorkosigan
7591,20706269,Broken Monsters,Lauren Beukes,2014.0,to-read fantasy favorites currently-reading fiction books-i-own owned audiobook mystery library read-in-2015 kindle horror crime thriller mystery-thriller
7592,11623,The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil",1982.0,to-read favorites currently-reading books-i-own owned-books classics to-buy rory-gilmore-reading-challenge nonfiction non-fiction memoir memoirs poetry rory-gilmore-challenge rory-gilmore
7593,5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,2009.0,to-read nonfiction non-fiction philosophy
7594,5552,QED: The Strange Theory of Light and Matter,Richard Feynman,1985.0,to-read favorites currently-reading science nonfiction non-fiction physics
7596,11919,"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,2005.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic default paranormal witches urban-fantasy supernatural romance werewolves adult ghosts paranormal-romance vampires kelley-armstrong women-of-the-otherworld otherworld demons
7597,269386,The Sweet Potato Queens' Book of Love,Jill Conner Browne,1999.0,to-read fiction
7598,2964700,"Mastiff (Beka Cooper, #3)",Tamora Pierce,2011.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series magic adventure ya-fantasy teen mystery romance high-fantasy tamora-pierce
7599,179264,The Madonnas of Leningrad,Debra Dean,2006.0,to-read currently-reading fiction book-club historical-fiction art russia wwii
7600,6098691,"Divine Misdemeanors (Merry Gentry, #8)",Laurell K. Hamilton,2009.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic default paranormal urban-fantasy supernatural mystery romance adult erotica faeries paranormal-romance fae laurell-k-hamilton merry-gentry meredith-gentry
7601,2983654,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",Chelsea Cain,2008.0,to-read favorites fiction series mystery crime thriller suspense mystery-thriller chelsea-cain
7603,22321,"All Tomorrow's Parties (Bridge, #3)",William Gibson,1999.0,to-read currently-reading fiction owned sci-fi science-fiction scifi sf cyberpunk
7604,7562764,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,2010.0,to-read fantasy currently-reading fiction kindle sci-fi science-fiction scifi sf space-opera cyberpunk
7605,9925913,"Shock Wave (Virgil Flowers, #5)",John Sandford,2011.0,to-read currently-reading fiction default mystery crime thriller john-sandford virgil-flowers
7607,215492,"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,1933.0,to-read favorites currently-reading fiction books-i-own owned classics british mystery crime mystery-thriller detective mysteries agatha-christie hercule-poirot poirot christie
7609,5600151,Dog on It (A Chet and Bernie Mystery #1),Spencer Quinn,2008.0,to-read favorites currently-reading fiction series audiobook mystery audio humor mysteries animals dogs
7610,13167062,Spring Fever,Mary Kay Andrews,2012.0,to-read currently-reading fiction romance chick-lit mary-kay-andrews
7611,28351,And to Think That I Saw it on Mulberry Street,Dr. Seuss,1937.0,to-read favorites fiction childrens children children-s childhood classics children-s-books childrens-books kids-books poetry picture-books picture-book dr-seuss
7612,17334495,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,2013.0,to-read currently-reading history nonfiction non-fiction biography politics american-history presidents
7613,15801381,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,2013.0,to-read fantasy favorites currently-reading young-adult adventure brandon-mull
7615,73965,Drinking: A Love Story,Caroline Knapp,1996.0,favorites currently-reading nonfiction non-fiction memoir memoirs psychology addiction
7616,1219103,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",Jules Verne,1863.0,to-read fiction adventure classics sci-fi science-fiction
7618,7823038,"Grave Witch (Alex Craft, #1)",Kalayna Price,2010.0,to-read fantasy favorites currently-reading fiction books-i-own owned series magic audiobook paranormal witches urban-fantasy supernatural mystery library kindle romance adult ghosts first-in-series paranormal-romance uf fae vaginal-fantasy alex-craft
7620,212525,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",1911.0,to-read fiction classics
7622,132626,On the Genealogy of Morals/Ecce Homo,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887.0,to-read favorites nonfiction philosophy
7623,121410,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,1986.0,to-read currently-reading adventure nonfiction non-fiction travel memoir survival
7625,13148921,"Bloodline (Sigma Force, #8)",James Rollins,2012.0,to-read favorites currently-reading fiction adventure mystery action action-adventure thriller thrillers james-rollins sigma-force
7630,9013,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,1956.0,to-read favorites currently-reading adventure book-club history nonfiction non-fiction travel memoir biography survival russia
7631,682153,Three Fates,Nora Roberts,2002.0,to-read favorites currently-reading fiction owned default mystery romance contemporary suspense contemporary-romance romantic-suspense nora-roberts
7632,20983362,"Passenger (Passenger, #1)",Alexandra Bracken,2016.0,to-read fantasy favorites young-adult fiction books-i-own owned ya series favourites owned-books adventure my-books i-own paranormal ya-fantasy read-in-2016 library kindle romance to-buy ebook read-in-2017 on-my-shelf sci-fi read-2016 time-travel science-fiction wish-list ebooks did-not-finish dnf on-hold historical tbr historical-fiction maybe 2016-reads owned-tbr cover-love netgalley arc 2016-releases 2016-release 2016-tbr
7633,102857,"Born in Death (In Death, #23)","J.D. Robb, Susan Ericksen",2006.0,to-read favorites currently-reading fiction books-i-own owned series default audiobook mystery audio romance sci-fi science-fiction crime thriller suspense mystery-thriller futuristic romantic-suspense nora-roberts j-d-robb jd-robb in-death in-death-series
7635,834378,"A Pocket Full of Rye (Miss Marple, #7)",Agatha Christie,1953.0,to-read favorites currently-reading fiction books-i-own owned series classics british mystery crime mystery-thriller detective mysteries agatha-christie christie miss-marple
7638,12009,The Algebraist,Iain M. Banks,2004.0,to-read favorites currently-reading fiction owned default sci-fi science-fiction scifi sf space-opera
7640,22642472,Stone Mattress: Nine Tales,Margaret Atwood,2014.0,to-read fantasy favorites currently-reading fiction owned library read-in-2015 kindle book-club literary-fiction short-stories canadian
7641,262545,The Whistling Season,Ivan Doig,2006.0,to-read favorites currently-reading fiction book-club historical-fiction
7643,18170134,"NYPD Red 2 (NYPD Red, #2)","James Patterson, Marshall Karp",2014.0,to-read currently-reading fiction mystery crime james-patterson patterson
7644,12661,Chesapeake,James A. Michener,1978.0,to-read favorites currently-reading fiction history historical historical-fiction
7645,2430,The List,Steve Martini,1997.0,to-read fiction
7646,197436,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),Gloria Levine,,to-read childrens
7647,37100,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,1990.0,to-read favorites currently-reading fiction series mystery african-american mystery-thriller noir
7648,265650,Shakespeare's Romeo and Juliet,"Michael Rosen, Jane Ray",2003.0,to-read currently-reading classics
7649,298663,The Killer Inside Me,Jim Thompson,1952.0,to-read favorites currently-reading fiction owned classics mystery 1001-books 1001 horror crime thriller crime-fiction noir
7650,588747,Lady Audley's Secret,Mary Elizabeth Braddon,1862.0,to-read favorites currently-reading fiction books-i-own owned classics british mystery kindle classic historical-fiction 19th-century victorian gothic
